blogger_id,gender,age,job,horoscope,post_date,text,is_teen,source,n_chars,n_words,avg_word_len,first_person_rate,school_token_rate,birthday_token_rate,exclaim_rate,slang_emoji_rate,post_ix
B1019622,female,24,indUnk,Aquarius,"23,November,2002","i have a dilemma. after a really long while, i've recently gotten back in touch with my old flame. let's call him D. he's been sending me these really sentimental ""you're special"" or ""miss you"" or ""glad i have you"" type of sms messages. yesterday he asked me to check out his band's website and sign the guestbook. i found his pictures on the website and OHMYGAWD he's still as cute, maybe even cuter, than ever! haaaaaaaayyyy . i had this really hot sexy dream about him last night. i dreamt that i was in a dorm and he came over. at first we were talking and then we were flirting and then making out. after i got all hot and bothered, i leaned over to him and whispered ""i want you"". and then we got into this huge hot tub and i started singing dilemma (nelly/kelly). we did some heavy foreplay in the tub and then we got out and started looking for a bedroom. then my mom and dad suddenly was the",False,blog_authorship_corpus_2004,900,174,4.017241379310345,0.08045977011494253,0.0,0.0,0.0011111111111111111,0.0,1
B1019622,female,24,indUnk,Aquarius,"27,November,2002",yay! it changed! :) i think i get it now. you have to post/publish something new for the changes to take effect. aaaaaaaahhhhhh.,False,blog_authorship_corpus_2004,128,23,4.260869565217392,0.08695652173913043,0.0,0.0,0.015625,0.043478260869565216,2
B1045831,male,23,Student,Libra,"01,June,2004",Ok so I've been doing the South Beach Diet and so far it has been pretty easy. I just eat a lot of lean meat and a lot of veggies. I stay away from fat and carbs and that's it. It's not hard at all except sometimes if your in the car finding something to eat isn't the easiest but I've discovered things in grocery stores and other places I can eat. Also another hard part is no drinking but it's not hard so much that I can't drink but man hanging out with drunk people is so much more fun when you are drunk too. How some people can do it all the time still amazes me. But yeah I have lost 11 pounds since last Tuesday May 25. Down from 240 to 229 and still going strong. Next week I'm going to start working out in Lawrence when I go up there for class. I also have been getting a lot of tips about becoming metrosexual so hopefully they will be coming. I'm hoping to start being able to put pictu,False,blog_authorship_corpus_2004,900,179,3.899441340782123,0.055865921787709494,0.00558659217877095,0.0,0.0,0.0,0
B1045831,male,23,Student,Libra,"07,June,2004","Alright folks I have been going further down the road of Metro-Sexualness. Luckily I have a little sister because thanks to her I know I have facial products. I have been watching Queer eye and one of the cats on there always is talking about moisturizing your face and what not so one night when I ran out of bar soap and contact solution I came upstairs at about 4am to look for some when I discovered a treasure trove of all kinds of shit in my sisters bathroom closet and cleaned her out. I know have Facial Scrub to exfoliate, Facial Wash, Face Lotion, and shampoo and conditioner. Yes this is about 10 times the amount of stuff I had before.. Not to mention the regular stuff I stocked up on too like Q-Tips. So getting the skin taken care of and yes I've lost more weight, I'm now down to a slim 225. Tomorrow I start working out. I'm telling you, prepare yourself for the new improved Zeke. I",False,blog_authorship_corpus_2004,900,171,4.1345029239766085,0.0935672514619883,0.0,0.0,0.0,0.0,1
B1045831,male,23,Student,Libra,"19,May,2004","Thats right folks, Your hero has decided to become a ""Metrosexual."" It's only pink shirts and stylish pants from here on out. No more beers for this man. Guiness is replaced with a stylish cosmopolitan but until after I am done being on the trendy ""South Beach Diet."" No more watching of Cartoons, Porn or CNN, only reality shows, Queer Eye for the Straight Guy and MTV. I will still attend Willie Nelson's Fourth of July picnic but I will do it wearing an A&F cowboy hat if they make them if not I will find a womens cowboy hat and wear that. The Journey will be long and hard but I'm sure I can make it.",False,blog_authorship_corpus_2004,605,118,4.008474576271187,0.05084745762711865,0.0,0.0,0.0,0.0,2
B1050060,female,24,Student,Pisces,"29,April,2003",Well we did the 30 hour famine this past weekend and everyone had a great time.....I have a bunch of things to do this week...Jo is getting her teeth fixed so she will be out tomorrow......but i have everything covered....i have to do the Humane Society and Cable 10 tomorrow.....i cannot believe that in a month from now it will be my last day at the Youth Volunteer Corps. Things are going to fast....and i feel that i don't have enough time to do the things i want to do.....Well have a good day everyone!,False,blog_authorship_corpus_2004,508,100,3.76,0.08,0.0,0.0,0.001968503937007874,0.0,0
B1050060,female,24,Student,Pisces,"29,April,2003",Well this is my new website for my friends only because of the crap i was getting on the other one. I will put up the comments so i can talk to you guys on this website and on MSN messager.,False,blog_authorship_corpus_2004,189,41,3.5853658536585367,0.12195121951219512,0.0,0.0,0.0,0.0,1
B1050060,female,24,Student,Pisces,"30,April,2003",Well today i had to cancel Humane Society because i was not able to get the car. Cable 10 is still on for tonight. I have to go for now. Have a great day!,False,blog_authorship_corpus_2004,154,33,3.484848484848485,0.09090909090909091,0.0,0.0,0.006493506493506494,0.0,2
B1051122,female,17,Student,Libra,"09,July,2003","In Bush We Trust? John Moyers is Editor-in-Chief of TomPaine.com. George W. Bush is a liar. There, I said it -- the ""L"" word. Someone in Washington had to. Thanks to AWOL WMD, people all across America have the ""L"" word on their lips, but here in D.C. it's still a hard one to mouth. Few Washington-based commentators and fewer politicians have done so. On Sunday, June 22, The New York Times had a chance to be the first big-league outfit to say it plainly. But the headline on Washington-based reporter David E. Rosenbaum's story, ""Bush May Have Exaggerated, but Did He Lie?"" was a tip that the story would pull up short. Rosenbaum considered a narrow question -- whether Mr. Bush has told any neat, tidy, obvious lies -- and concluded he has not (a couple of fibs and distortions, maybe, but no lies). Whether the president twisted intelligence on WMD ""can probably be answered conclusively only b",True,blog_authorship_corpus_2004,900,162,4.271604938271605,0.006172839506172839,0.0,0.0,0.0022222222222222222,0.0,0
B1051122,female,17,Student,Libra,"09,July,2003","Opening up with these excellent quotes from our dear friend, Ann Coulter: [more in-depth attacks on Coulter later today, I promise] This is all from her new book, Treason. By the way, I'm firmly convinced that it should be considered treason to write this kind of filth. ""Ashcroft has been incessantly attacked on the op-ed page of the New York Times by the same columnists who are now angrily demanding to know why the Bush administration didn't imprison all Arabs before Sept. 11. He has been compared to the Taliban. (And you're not a patriot in this war until a liberal has compared you to the Taliban.)"" ""Like everything liberals oppose but don't have a good argument for, all reasonable national security measures are called ""unconstitutional."" Whenever liberals are losing on substance, they pretend to be upset about process."" ""While undermining victory in the Cold War, liberals dedicated th",True,blog_authorship_corpus_2004,900,150,4.806666666666667,0.013333333333333334,0.0,0.0,0.0,0.0,1
B1051122,female,17,Student,Libra,"29,April,2004","Ok ... so here it goes. Icenhower was talking to me ... and she goes, shaking her head, ""Sreya ... I just got the grades ... they're terrible! What are you doing with yourself! I can't believe this ... you KNOW colleges see your final transcripts ... "" But on a funnier note, Colella and Connolly were talking and Colella goes, ""Ever since she got in to college she's been ... phew! Forgetting homeworks left and right!"" ""Well,"" Connolly goes, ""She must have been really smart. The way she acted in my class, she got accepted as a freshman!""",True,blog_authorship_corpus_2004,541,91,4.395604395604396,0.04395604395604396,0.02197802197802198,0.0,0.009242144177449169,0.0,2
B1054833,female,24,indUnk,Scorpio,"17,February,2002","Enetation (the comments provider) is sucking granny's balls again, so there's nothing to it, I just have to write a full-scale epic update instead of a quick break from work with a quickie in the comments. Actually, it may be the internet's fault this time, nothing seems to be working properly today. I was trying to check my bank account earlier (since the shopping spree on Saturday... uh... £80 to a comic book store. Among other things), since I have to do some more shopping before my lovely little business trip on 16th. I'm sure I brushed on the subject before; shopping for clothes is a bloody nightmare. Having to go in and out of countless of shirts which all look equally horrible on me, if they fit on at all. Depressing, sweaty business. Anyway , that's beside the point. I'll have to dress up all nicey, and - gasp - talk to people! On the other hand, I will get my flights reimbursed ",False,blog_authorship_corpus_2004,900,161,4.3354037267080745,0.062111801242236024,0.0,0.0,0.0011111111111111111,0.0,0
B1054833,female,24,indUnk,Scorpio,"17,February,2002","Yet again I was short on points yesterday. I can't believe how many points I'm allowed and as I've never been a big eater ( just eaten the wrong stuff ) it seems to me that I'm eating huge amounts of food. You're allowed to save up to four points a day. But you can't take last weeks points to the following one. Opposite to Laura I can easily eat points during the weekend. That's my time to live a little. But during the week... that's a different matter. Why? Probably 'cos I'm running around like a headless chicken 'cos the kids, whereas on the weekends I've got my hubby running around with me. Besides I like eating nice stuff on weekends, sort of keeps me going on this diet. I suppose I should start having a bowl of cereal or some toast before going to bed to make up for the missing points. Previously when I did the same diet I made up the points with bags of crisps and chocolate, which ",False,blog_authorship_corpus_2004,900,171,4.140350877192983,0.0935672514619883,0.0,0.0,0.0011111111111111111,0.0,1
B1054833,female,24,indUnk,Scorpio,"17,February,2002","I'm just about to cave in and go buy a Coke. Yesterday I had a cigarette in the train on my way home, and I ate a whole bag of pop corn in the evening... If I didn't know better, I'd say I'm pregnant! I just want... Something. Lots of it. Arrrrrrrrrrgh. Points for 29.9.: 26.5/24 LinktoComments('morecravings') urlLink Comment",False,blog_authorship_corpus_2004,326,58,4.137931034482759,0.1206896551724138,0.0,0.0,0.003067484662576687,0.0,2
B1056232,female,17,indUnk,Aquarius,"09,August,2004",yo aint no stoppin me the prophecy i came to fufill my destiny,True,blog_authorship_corpus_2004,62,13,3.8461538461538463,0.23076923076923078,0.0,0.0,0.0,0.0,0
B1056232,female,17,indUnk,Aquarius,"09,August,2004",well today was another friday night spent with aud and tray welll tray till about 10:15 and then aud till 12 but whatever it was cool tray and aud made this gross pudding rice stuff and then we made this snackin cake it was snackin alright! and then we spent the night wasting away in her room ha okay,True,blog_authorship_corpus_2004,301,57,4.12280701754386,0.0,0.0,0.0,0.0033222591362126247,0.0,1
B1056232,female,17,indUnk,Aquarius,"09,August,2004","well nice move with that tripping keiko. today some mother fucking asshole stole my money and if i ever find out who it was i will kill her. at play practice we were in like the same scene for an hour and its one where i am onstage but just sitting on a chair in the corner and i had to stay in character but i didnt say anything. so boring. i just kind of talked to myself and acted ""drunk"" because my character is a drunk. today was that carnation day and i think i was laughing for like 10 minutes about ben's flower. but ill write more on that in static prevails. my own personal blog. well stay tuned for more updates from the rest of the crew. not including tray or jean because tray never goes online because she is too busy running around the world and jean is just too busy in general. well. that's it.",True,blog_authorship_corpus_2004,811,159,4.0,0.07547169811320754,0.0,0.0,0.0,0.0,2
B105748,female,26,Student,Scorpio,"04,July,2004","Since you are a fellow journal writer, I thought you might appreciate this.&nbsp; Welcome to the digital age!&nbsp; Happy blogging! Always, Brian and Ching P.S. 'Hope you have a wonderful birthday and many, many more to come.",False,blog_authorship_corpus_2004,225,40,4.4,0.025,0.0,0.025,0.008888888888888889,0.0,0
B105748,female,26,Student,Scorpio,"04,July,2004","face=""verdana, arial, helvetica"">Wow, Ching. I'm amazed that anyone watches soap operas - seems like everyone I know has 'em going on in their own lives. Or maybe they watch 'em for advice. How's your writing going, Ching? I always liked your stuff!",False,blog_authorship_corpus_2004,249,43,4.511627906976744,0.06976744186046512,0.0,0.0,0.008032128514056224,0.0,1
B105748,female,26,Student,Scorpio,"04,July,2004","Welcome, Jay / Daf ! &nbsp; I'm glad that you made it ! &nbsp; So what do you think so far?&nbsp; Like it? We have our own drama (or tragedy, depending on how you want to look at it) going on in my parents' household.&nbsp; The past two weeks have been a blur, really..&nbsp; We had our house-warming- slash -birthday party for Brian, which was a lot of fun.&nbsp; Shortly after that, my mom's purse is stolen at work.&nbsp; Her and dad close their bank account and create a new one, get replacement ID cards (driver's license, etc.), cancel credit cards, inform Sprint (her cellphone was in the purse)..&nbsp; Thankfully, her keys and her prescription eyeglasses weren't in the purse (her eyeglasses cost her $400 ~~ mine didn't even come close).&nbsp; I'm not even going into the fact that it was a Dooney & Bourke purse..&nbsp; That's the smallest thing that she was worried about.&nbsp; She was m",False,blog_authorship_corpus_2004,900,162,4.172839506172839,0.024691358024691357,0.0,0.006172839506172839,0.0044444444444444444,0.0,2
B1060087,male,27,Arts,Leo,"05,March,2003","Here's something that really stopped me. The First Elegy Who, if I cried out, would hear me among the angels' hierarchies? and even if one of them pressed me suddenly against his heart: I would be consumed in that overwhelming existence. For beauty is nothing but the beginning of terror, which we still are just able to endure, and we are so awed because it serenely disdains to annihilate us. Every angel is terrifying. And so I hold myself back and swallow the call-note of my dark sobbing. Ah, whom can we ever turn to in our need? Not angels, not humans, and already the knowing animals are aware that we are not really at home in our interpreted world. Perhaps there remains for us some tree on a hillside, which every day we can take into our vision; there remains for us yesterday's street and the loyalty of a habit so much at ease when it stayed with us that it moved in and never left. Oh ",False,blog_authorship_corpus_2004,900,169,4.21301775147929,0.047337278106508875,0.0,0.0,0.0022222222222222222,0.0,0
B1060087,male,27,Arts,Leo,"05,May,2003",by Paul Celan Black milk of daybreak we drink it at sundown we drink it at noon in the morning we drink it at night we drink it and we drink it we dig a grave in the clouds there one lies unconfined A man lives in the house he plays with the serpents he writes he writes when dusk falls to Germany your golden hair Margarete he writes it and steps out of doors and the stars are all flashing he whistles his dogs out he whistles his Jews out in earth has them dig for a grave he commands us strike up for the dance Black milk of daybreak we drink you at night we drink in the morning at noon we drink you at sundown we drink you and we drink you A man lives in the house he plays with the serpents he writes he writes when dusk falls to Germany your golden hair Margarete your ashen hair Shulamith we dig a grave in the skies there one lies unconfined He calls out jab deeper into the earth you lot y,False,blog_authorship_corpus_2004,900,185,3.8702702702702703,0.0,0.0,0.0,0.0,0.0,1
B1060087,male,27,Arts,Leo,"09,April,2003","T. S. Eliot S`io credesse che mia risposta fosse A persona che mai tornasse al mondo, Questa fiamma staria senza piu scosse. Ma perciocche giammai di questo fondo Non torno vivo alcun, s'i'odo il vero, Senza tema d'infamia ti rispondo. Let us go then, you and I, When the evening is spread out against the sky Like a patient etherized upon a table; Let us go, through certain half-deserted streets, The muttering retreats Of restless nights in one-night cheap hotels And sawdust restaurants with oyster-shells Streets that follow like a tedious argument Of insidious intent To lead you to an overwhelming question... Oh, do not ask, ""What is it?'' Let us go and make our visit. In the room the women come and go Talking of Michelangelo. The yellow fog that rubs its back upon the window-panes The yellow smoke that rubs its muzzle on the window-panes Licked its tongue into the corners of the evening",False,blog_authorship_corpus_2004,900,163,4.404907975460123,0.006134969325153374,0.0,0.0,0.0011111111111111111,0.0,2
B106738,male,25,Internet,Leo,"02,August,2004","Oh, look at the time - perhaps the pub's open...",False,blog_authorship_corpus_2004,48,9,3.7777777777777777,0.0,0.0,0.0,0.0,0.0,0
B106738,male,25,Internet,Leo,"02,August,2004","[ This is hey, v4.4 ] [ Ending is ""la plume de ma tante est prez de le chaise de ma tante - "" ] [ Recipients : croche ] you know you can post comments? :P [ hey croche -- groovy ] 2:56pm ~ > caz [ This is hey, v4.4 ] [ Ending is ""Spartacus! Boriiis!! I'll give *you* woof-woof! "" ] [ Recipients : croche ] tell me what a sad fucker I am etc [ hey croche -- groovy ] Message from croche on alf2.tcd.ie (ttypb) [Thu Nov 30 14:56:26 2000] ... /-------------------\ | couldn't be arsed | | :p | \-------------------/ Would you like to feel my croche 2:56pm ~ > Message from croche on alf2.tcd.ie (ttypb) [Thu Nov 30 14:56:39 2000] ... /-----------------------\ | nah, I think you know | \-----------------------/ Would you like to feel my croche",False,blog_authorship_corpus_2004,741,104,3.7884615384615383,0.04807692307692308,0.0,0.0,0.006747638326585695,0.019230769230769232,1
B106738,male,25,Internet,Leo,"02,August,2004","They'd been threatening it for a while but this morning it finally happened: they've taken away the G4. They want it in the office, as if it's their computer or something...well I claim squatters' rights! I can't play Quake on a frikkin' iBook! It's both slow and exceedingly gey, especially when the hard disk spins down after 20 seconds. I'll try get a pic of it up soon - shame to waste the little digital cam they just happen to have lying around... OK, so I don't deserve to complain :-) (Did I mention the other G3 Powerbook?)",False,blog_authorship_corpus_2004,532,96,4.270833333333333,0.041666666666666664,0.0,0.0,0.005639097744360902,0.010416666666666666,2
B1070326,male,24,Government,Aquarius,"28,July,2004","UWF AGM an annual meeting for the department. This yr was totally a mess only a few of them turn up for it and the rest was like Huh! kind of attitude. Still miss my first AGM it was like so fun everyone was there and everyone was sabotaging each other to become the next welfare officers. When running, clock 32:48 still bad from my last one clock 32:42. I think I'm getting old. Think still needs to improve on the curve running&nbsp; skill as i always slow down at the curve up the hill. Updating my PDA and reading some news on the net. Tmr will be a short day i hope. &nbsp;",False,blog_authorship_corpus_2004,579,113,3.911504424778761,0.061946902654867256,0.0,0.0,0.0017271157167530224,0.0,0
B1070326,male,24,Government,Aquarius,"29,July,2004",Was at the In service the whole afternoon. It was a good tour as we went to the heritage center there to recap the history of the force. Saw many things there which i think is a good thing that trainees should have the opportunity to go too. but as for my time i do not have that kind of chance to go there&nbsp;.&nbsp; During the trip the whole display was good but somehow still left out somethings that the force should have put in. like the old OPS room machines that they use can still put it into the heritage to signify the growth. when i first go to the air force center there were lots more things to see so the force should also take the steps to improve the displays.,False,blog_authorship_corpus_2004,678,135,3.962962962962963,0.02962962962962963,0.0,0.0,0.0,0.0,1
B1070326,male,24,Government,Aquarius,"30,July,2004","""Goodbye PC"" Of all the things I've seen in I just want to get it over with Thoughts form inside my mind But I do not try Counting the days that pass me by I've been searching deep down in my books Things&nbsp;that I'm seeing are starting to get bold It feels like I'm starting all over again The last three days were just pretend And I said, [Chorus:] Goodbye pc Goodbye to pc in&nbsp;everything that I knew You know i always try The one thing that I always believe in The one thing that I always believe in I still get lost in your eyes And it seems that I can't live a day without you Closing my eyes and you chase my thoughts away To a place where I am blinded by the light But it's not right [Chorus] And its hurtless to want everything and nothing at the same time I want what's inside and I want what's mine I want you But you're not giving in this time [Chorus x2] And when the&nbsp;work begi",False,blog_authorship_corpus_2004,900,184,3.8369565217391304,0.10869565217391304,0.0,0.0,0.0,0.0,2
B1084668,female,15,Student,Capricorn,"27,December,2002","waa!!!!!!! AVRIL""S concert!!!!! 23rd jan 2003, 7.30pm AVRIL LAVIGNE ""TRY TO SHUT ME UP"" tour Venue: Singapore International Convention & Exhibition Centre (SICEC), Suntec city Convention Hall 603, level6, 01 Raffles Boulevard, S(039593) Prices(Free standing): $51(standard price) Duration : ApproXimaTely 1hr",True,blog_authorship_corpus_2004,308,38,5.526315789473684,0.02631578947368421,0.0,0.0,0.03896103896103896,0.0,0
B1084668,female,15,Student,Capricorn,"27,December,2002",tehe... its sho boorin....stayin at home.... facing a stupid computer..... i'll b glad to go out n haf fresh air rather than rootin in front of a computer n turnin kerazee!!!!!=p,True,blog_authorship_corpus_2004,178,33,3.8181818181818183,0.0,0.0,0.0,0.028089887640449437,0.0,1
B1084668,female,15,Student,Capricorn,"28,December,2002",WAAAAAAAAAAAAAAAAAAAAAAAAAAA!!!!!!!!!!! anione? simply anibodi care to go watch the concert wif me? plz.... preatty plz....i'll go on my kness if it has to b......aww... i'll pay for half ur concert tix..... plz...would simply anione go avril's concert wif me? if u do..plz inform me @91036937 .....i'll go grab e tiX!!!!=p,True,blog_authorship_corpus_2004,323,54,3.962962962962963,0.07407407407407407,0.0,0.0,0.05572755417956656,0.0,2
B1084944,female,26,Arts,Leo,"22,July,2004","Absolutism There are no absolutes for something so relative as a human life. -Hugh Prather, Notes to Myself Funny how it seems true when you read it in a book. When I say, at the age of 40, I want to write a book. When I say I want to be a hair dresser for 2 years. When I say tomorrow I want to meet this person, go this place, finish this much work, wake up at this time, and wear this. So how often have things gone the way I wanted them to? And how often have the results been exactly the way I wanted them to be? And how often, when the result has been the way I wanted it to be, have I been as happy as I thought I would be? Has it happened to you that you wore this outfit that you never imagined yourself wearing 6 months ago, just because you had nothing better to wear, and got more compliments for it than on a day you meticulously planned your dress code? What are the chances of you maki",False,blog_authorship_corpus_2004,900,182,3.7967032967032965,0.07142857142857142,0.0,0.0,0.0044444444444444444,0.0,0
B1084944,female,26,Arts,Leo,"22,July,2004","Silence of the Crowd It's not enough. Or is it?Flowing water. Curbed thoughts. Expression suspended. Spiraling smoke.An amulet encircling my thumb. Uncomfortably numb.I want more. Or not. Will I stop looking?This is the beginning.Or the end?No I am not stoned.Blinking cell. Blue and white.Disgusting noise. Eclectic psycho-babble.Long hair. Unfinished looks. Bald man; doesn't smoke.Spiraling smoke.Crystal ashtray. Pen moving. Thoughts astray. Crumpled tissue..Non blank cheque, enclosed inside. Uncashed yet.Trying to hide or reveal.Noisy water. Crowded train. Beaded nose ring.Not too bored. No motion, of thoughts or feet, or things, living or unmanifest, just water.Silence in words. Words of silence. So who defines natural? Conservative courts? Closed minds?Filthy, rotten books, wormed into by aging decay.I don't want to be Jesus. I don't want to be an angel.I don't want to be anything. Be",False,blog_authorship_corpus_2004,900,151,4.748344370860927,0.046357615894039736,0.0,0.0,0.006666666666666667,0.0,1
B1084944,female,26,Arts,Leo,"22,July,2004","The Birthday Speech I don’t know why Shona has asked me to speak at her birthday. I’m not good at these things. Don’t like giving birthday speeches. I’m afraid that I’ll come out to be too critical or my jokes will fall flat. I’ve known Shona for such a long time, and there are times I feel that I don’t know her at all. Shona likes her space. I’ve never known anyone who likes quiet time so much. She likes her quiet in the morning just when she gets up. She reads a lot. She likes interesting people. She has her mood swings. Does one talk about such things at a birthday party? Remember, I will be competing with the wine for attention. Shona’s friends are a mixed bag. There are those that have 9-5 jobs in financial corporations. I met another group some time ago. They were second generation Asians discussing the body as a space for cultural identity. I know that Shona’s interested in cultur",False,blog_authorship_corpus_2004,900,176,3.9886363636363638,0.07386363636363637,0.0,0.022727272727272728,0.0011111111111111111,0.0,2
B1090235,female,17,indUnk,Aquarius,"06,August,2004",heyyy :) whats up? it is friday at 12 oclock in the afternoon and i just got off of work at the gym and then i picked up mickie dees! its so good! i havent had it in so long so its yummy. i have to work again from 3-7 and then im not sure what im doing :) it is SO pretty outside today! like really im thinking its the prettiest day since i moved here. its nice not hot just really nice and sunny so yay! lets see what have i been up to! nothing at all! just enjoying the last few days of summer. the other day i went to my friends house and laid out at his pool and even though it was only for an hour it was just SOOO relaxing! sunday mel alli me and katie might all go shopping at like lenox and town centre so that would be fun! i get paid today at one of my jobs even though it probably wont be much b/c it is from the time period that i was on vacation in hiltonhead! im wearing my livestrong b,True,blog_authorship_corpus_2004,900,189,3.6296296296296298,0.08994708994708994,0.0,0.0,0.011111111111111112,0.010582010582010581,0
B1090235,female,17,indUnk,Aquarius,"07,August,2004",wow im writing twice in 2 days...thats like amazing :) today i woke up at 9 and got ready for work and then i worked 10-5 at the cleaners w/ andy and it was sooo long but a little fun and not so hot b/c GUESS WHAT?? it was cooler today! on my way to work my car said it was 75 degrees. thats like amazing. last night mel alli and i went to macaroni grill and it was SO GOOD and always when i go there i eat the bread and my salad and then when my pasta comes out all i can eat is like 3 bites...literally...so i take it home for later! i should just learn to say no to the salad but mmmm i just cant! so yeah im heating up my pasta righhht as we speak to eat it for supper tonight so that totally excuses that damn place being os expensive...it covers 2 meals! anyway im getting side tracked...after eating we went on an adventure w/ jail mates and then we went to joes house for his party and stayed,True,blog_authorship_corpus_2004,900,185,3.6594594594594594,0.0918918918918919,0.0,0.0,0.006666666666666667,0.005405405405405406,1
B1090235,female,17,indUnk,Aquarius,"12,August,2004","stuff is so changing like always..you just get used to something and then it changes with life death moving breaking up everything just everything. i feel sad in a way but thats what life is, just changes. well anyway i dont really have much to say. everyone pray for everyone. thats about it. we all have our own grief and problems.",True,blog_authorship_corpus_2004,333,62,4.258064516129032,0.03225806451612903,0.0,0.0,0.0,0.0,2
