blogger_id,age,is_teen,gender,job,n_posts,avg_word_len,first_person_rate,school_token_rate,birthday_token_rate,exclaim_rate,slang_emoji_rate,keyword_teen_flag
B1410011,16,True,female,indUnk,3,4.1380030601269695,0.06351795200665562,0.0019157088122605363,0.0,0.0007407407407407407,0.0,1
B1415200,15,True,female,Student,3,3.8582875229052136,0.12128935532233882,0.0036231884057971015,0.0,0.0,0.0,1
B1425932,25,False,male,Publishing,3,4.580775403380122,0.01069754618141715,0.0,0.0,0.0038246018038764155,0.0,0
B1432406,16,True,female,indUnk,3,4.266598877716266,0.05594471434489512,0.0019960079840319364,0.0,0.0018803418803418806,0.0,1
B1432868,16,True,male,Student,3,4.212865497076023,0.030409356725146195,0.0,0.0,0.006215621562156215,0.009356725146198829,0
B1435600,16,True,male,Student,3,4.123232751260892,0.01092896174863388,0.0,0.0,0.0,0.0,0
B1438661,16,True,female,indUnk,3,3.978074721664465,0.07933179728051523,0.0,0.0019723865877712033,0.002709228565582157,0.015348682015348681,1
B1440291,23,False,female,Accounting,3,3.9204426644546406,0.06632838219664568,0.00398013496815892,0.0,0.00037037037037037035,0.021884801824921585,1
B1450156,37,False,female,indUnk,3,3.7653436539306107,0.10032389108476064,0.0,0.0,0.0,0.0,0
B1450587,15,True,female,Arts,3,4.2972790604369555,0.03984753984753985,0.0,0.0,0.0030303030303030303,0.0,0
B1452076,15,True,female,Student,3,4.525844554689345,0.06144578313253012,0.005929600755965036,0.0,0.0040609636184857426,0.0,1
B1455561,17,True,male,Student,3,4.128235425336874,0.020879371120917017,0.0,0.0,0.004564142596929483,0.0,0
B1461773,25,False,male,Engineering,3,4.184092366151442,0.04524013421122825,0.0,0.0,0.005612509341626287,0.010869565217391304,0
B1461990,17,True,female,indUnk,3,4.120885069636827,0.05113221999649566,0.0,0.0,0.010153256704980842,0.003787878787878788,0
B1472662,23,False,male,Internet,3,4.982046070460704,0.0,0.0,0.0,0.0028735632183908046,0.0,0
B1477618,33,False,female,indUnk,3,4.220885185388227,0.06230469820733512,0.0,0.0,0.007159278891589801,0.0,0
B1478602,23,False,male,Communications-Media,3,4.9814828029113745,0.0,0.0,0.0,0.0008263667223995542,0.0,0
B1478632,17,True,male,Student,3,3.7515782828282824,0.08501683501683503,0.013888888888888888,0.0,0.0032738435892243436,0.0023148148148148147,1
B1491593,27,False,male,indUnk,3,4.0727048970719855,0.05010548523206751,0.0,0.004219409282700422,0.0014814814814814814,0.0,1
B1492818,47,False,female,Arts,3,4.712263123190276,0.03672295327924467,0.0,0.0,0.004074074074074075,0.0,0
B1493787,27,False,male,indUnk,3,4.146187363834422,0.04357298474945534,0.0,0.0,0.018222387377316955,0.009368191721132898,0
B1499735,24,False,female,indUnk,3,4.164848873681209,0.046638865126889084,0.0,0.0,0.00037037037037037035,0.0,0
B1507424,35,False,male,Arts,3,3.991006357006452,0.09956214891172561,0.0,0.0,0.0,0.0,0
B1510754,24,False,male,Internet,3,4.274837611063046,0.0624008386089711,0.0,0.0,0.002962962962962963,0.0,0
B1512689,23,False,female,indUnk,3,4.423561587812795,0.05362574444700049,0.0102880658436214,0.0,0.00037037037037037035,0.0,1
B152151,23,False,female,Engineering,3,3.94784227459607,0.09618391102066264,0.00228310502283105,0.0,0.01115373622956027,0.00667697936088744,1
B1532204,23,False,male,Accounting,3,4.10531952115987,0.02763736873452953,0.0,0.0,0.005925925925925926,0.008012091030353266,0
B1533422,14,True,female,Student,3,3.970694048123828,0.05952563764644764,0.0018832391713747645,0.0019157088122605363,0.003703703703703704,0.0,1
B1550368,36,False,female,indUnk,3,4.203754789272031,0.052899106002554284,0.0,0.0,0.000835421888053467,0.0,0
B1558100,23,False,male,Student,3,4.398106802306278,0.04043938952075435,0.0,0.0,0.0045193748661956756,0.0,0
B1563867,27,False,male,indUnk,3,4.350497033830368,0.031847910320132546,0.0,0.0,0.0044444444444444444,0.0,0
B1568659,33,False,male,Internet,3,4.298817748586967,0.04681252824072147,0.004077510100254377,0.0,0.003703703703703704,0.0,1
B1571041,26,False,male,Student,3,3.8996297731284173,0.0457617633131,0.0,0.0,0.0014814814814814814,0.0,0
B1571308,34,False,male,Communications-Media,3,4.159830007390983,0.06577974870657798,0.0,0.0,0.007407407407407408,0.0,0
B1572460,24,False,male,Student,3,4.643643065196067,0.01714326362213686,0.0,0.002347417840375587,0.0,0.00404040404040404,1
B1583261,16,True,female,Arts,3,3.619137737062038,0.0627611700417872,0.00273224043715847,0.0,0.004330887016399384,0.0,1
B1585532,16,True,male,Student,3,4.2075368093067205,0.06544586190603889,0.0,0.0,0.0026030510062708726,0.005050505050505051,0
B1588678,13,True,male,Student,3,4.1978807417403905,0.03837406907582346,0.0,0.0030864197530864196,0.0028852058282815203,0.0,1
B1593902,15,True,male,Student,3,4.006953126713605,0.0741853482162338,0.0,0.001949317738791423,0.001851851851851852,0.0,1
B1596060,27,False,male,Internet,3,4.575744079330577,0.02244668911335578,0.0,0.0,0.002505547021676054,0.0,0
B1598918,27,False,male,Education,3,4.6800731573909475,0.041666666666666664,0.002347417840375587,0.0,0.007246376811594203,0.0,1
B1602641,16,True,male,Student,3,4.1140798996213395,0.028070922303630508,0.0,0.0,0.0050968399592252805,0.0,0
B1605135,14,True,male,Student,3,4.155165858758672,0.04172607166619143,0.007984031936127746,0.0,0.001523772907855953,0.0,1
B1605613,23,False,female,Student,3,4.7021818578519605,0.010582010582010581,0.0,0.0,0.0,0.0,0
B1608709,25,False,male,Accounting,3,4.634182389937107,0.0043055555555555555,0.0,0.0,0.0007407407407407407,0.0022222222222222222,0
B1620344,23,False,male,Student,3,4.064818952291582,0.1162864739264489,0.0,0.0,0.0018390804597701149,0.0,0
B1626309,14,True,male,Student,3,4.484558651225318,0.0,0.01261906817462373,0.0,0.0019588944870546875,0.0,1
B1634005,23,False,female,indUnk,3,4.274259622189558,0.08434348933287361,0.0,0.0,0.003916083916083916,0.0,0
B1645163,17,True,male,indUnk,3,4.292692559933939,0.05279749245266487,0.0038314176245210726,0.0019157088122605363,0.001309568954620149,0.007613714510266235,1
B1645698,26,False,male,Student,3,4.003893629509233,0.07644318027901936,0.0,0.0,0.01045650594108931,0.007946182671903923,0
B1648321,14,True,male,Technology,3,4.111296296296296,0.05962962962962962,0.0,0.0,0.010099355824871712,0.02722222222222222,0
B1650898,38,False,male,Communications-Media,3,4.56250864616739,0.030891970068540525,0.0,0.0,0.00037037037037037035,0.0,0
B1653895,13,True,female,Student,3,4.177063027940221,0.06726445743989604,0.024691358024691357,0.0,0.0038891150002261115,0.0,1
B1667720,33,False,male,Technology,3,4.907435897435898,0.017094017094017092,0.0,0.0,0.0005376344086021505,0.0,0
B1668490,26,False,female,Chemicals,3,4.125663495193879,0.10750334070930645,0.0,0.0,0.02695624742572395,0.0,0
B1672765,15,True,female,Student,3,4.272299880525687,0.05743130227001195,0.004629629629629629,0.0023148148148148147,0.007747419550698239,0.0,1
B1674780,27,False,female,Education,3,4.048751897387647,0.07510533639851735,0.0,0.0,0.0011111111111111111,0.0,0
B1677188,27,False,female,indUnk,3,3.96232332217845,0.10794538343146808,0.001937984496124031,0.001851851851851852,0.0,0.001851851851851852,1
B1677923,15,True,female,Student,1,3.9464285714285716,0.05952380952380952,0.0,0.0,0.0,0.0,0
B1683973,27,False,female,indUnk,3,4.052344488091094,0.0916586279482207,0.0,0.0,0.0044444444444444444,0.0,0
B1684227,45,False,male,indUnk,3,4.351402881084644,0.053090575275397796,0.0043859649122807015,0.0,0.006624850657108721,0.0,1
B1694057,25,False,female,Arts,3,4.85024154589372,0.018518518518518517,0.018518518518518517,0.0,0.013927655762518148,0.0,1
B1697193,23,False,male,Telecommunications,3,4.3555236868889144,0.0,0.0,0.0,0.0014814814814814814,0.002178649237472767,0
B1703547,24,False,male,indUnk,3,4.588019266534681,0.029474027031428107,0.0,0.017543859649122806,0.0006574621959237344,0.0,1
B1710618,45,False,male,Marketing,3,4.588552188552189,0.03956228956228956,0.0,0.0,0.0,0.0,0
B1722161,23,False,female,Fashion,3,4.248562013622254,0.044132574253056174,0.0,0.0,0.0016904083570750239,0.0,0
B172224,38,False,male,Internet,3,4.12832234053825,0.047569002966730244,0.0,0.0,0.0,0.0,0
B1734814,23,False,male,Education,3,4.147295667295667,0.03617419617419618,0.0019047619047619048,0.0019047619047619048,0.006668871252204586,0.0,1
B1751597,34,False,male,indUnk,3,4.212923682722011,0.07521320106165426,0.0,0.0,0.002927277294926489,0.0,0
B1753983,25,False,male,indUnk,3,4.148840929380419,0.059475460053840586,0.0,0.0,0.0005649717514124294,0.0,0
B1774842,15,True,female,indUnk,3,3.6979241145907813,0.08248724915391582,0.0,0.0,0.03221762705633673,0.0022522522522522522,0
B1781897,27,False,male,Technology,3,4.0054581026701355,0.04890430348977671,0.0,0.0,0.0015956624483756266,0.0,0
B1787248,16,True,male,Student,3,3.8176655719759167,0.07193030468892538,0.009783798576902024,0.0,0.0,0.0,1
B1791808,26,False,female,indUnk,3,3.9777929251911153,0.0986096608268554,0.0,0.0,0.0007407407407407407,0.0,0
B1796141,15,True,female,Arts,3,4.105604921394395,0.10025062656641603,0.0,0.0,0.006296296296296296,0.0,0
B1796438,15,True,male,Education,3,3.3250742743035264,0.034482758620689655,0.0,0.0,0.0015651135005973716,0.0,0
B1796990,17,True,male,Sports-Recreation,3,3.909130484364386,0.0773914530931592,0.0,0.0,0.00037037037037037035,0.002109704641350211,0
B1798668,23,False,female,Science,3,4.014497711050802,0.07746438255096068,0.0046950652907517,0.0,0.0007584184883369982,0.0,1
B1798777,17,True,male,indUnk,3,3.9916046878521523,0.0588798737885959,0.0,0.0,0.0,0.0,0
B1799065,17,True,female,indUnk,3,4.263167843277178,0.0790537842682502,0.007945306725794531,0.0,0.0004803073967339097,0.0,1
B1804510,24,False,female,indUnk,3,4.87973643250351,0.032953201876501775,0.0,0.0,0.0011111111111111111,0.0497421898695784,0
B1813248,16,True,male,Student,3,4.044733044733045,0.07662899870692079,0.0,0.0,0.002498813554387953,0.006802721088435374,0
B1820166,15,True,female,Student,3,4.017862534111461,0.08103212266349319,0.010253223551343794,0.0,0.0044444444444444444,0.0,1
B182037,23,False,female,Internet,3,4.500620414449645,0.05308189278854549,0.0,0.0,0.0007168458781362007,0.0,0
B1823506,17,True,male,Student,3,4.16781490781877,0.06655506191917242,0.01075268817204301,0.0,0.0,0.0,1
B1826925,26,False,male,Arts,3,3.7483301220295444,0.09359855217497375,0.003703703703703704,0.0,0.007617706459108306,0.005780346820809248,1
B1828980,24,False,male,Internet,3,4.886834786877347,0.04398237282334317,0.0,0.0,0.00037037037037037035,0.0035087719298245615,0
B1835053,23,False,male,Transportation,3,4.0163256248521995,0.03467681810527282,0.0111731843575419,0.0,0.0044444444444444444,0.0019157088122605363,1
B1837230,24,False,male,Technology,3,4.305091736976028,0.06506450604883711,0.0,0.0,0.001075268817204301,0.0,0
B1842721,24,False,male,indUnk,3,3.888820223157836,0.04788340489390971,0.0018115942028985507,0.0,0.0,0.0,1
B1857502,35,False,female,Communications-Media,3,3.8313316100932124,0.10455374701832933,0.0,0.0018726591760299626,0.0,0.0,1
B1857661,17,True,male,Student,3,4.0070707070707074,0.04545454545454545,0.005050505050505051,0.0,0.0157909604519774,0.0,1
B1859920,26,False,male,indUnk,3,3.647582412985981,0.05566031206372948,0.0,0.0,0.0,0.0,0
B1860767,15,True,male,Internet,3,4.0401837524177955,0.03463894261766602,0.0,0.0,0.0,0.0,0
B1861336,26,False,female,indUnk,3,4.294313159395495,0.021884801824921585,0.0,0.0,0.007589848522424613,0.0,0
B1861417,36,False,male,Internet,3,3.9249886000911993,0.08002735978112176,0.0,0.0,0.0016420361247947454,0.0,0
B1863629,17,True,male,indUnk,3,4.097225509533202,0.07243401897248052,0.0,0.0,0.0,0.0,0
B1866977,26,False,male,Technology,3,4.570599947773861,0.035348935892414154,0.0,0.0,0.0,0.0,0
B1872244,25,False,female,Education,3,3.9359617642126445,0.10201608330737964,0.0,0.0,0.0025925925925925925,0.0,0
B1874629,15,True,male,indUnk,3,4.20651767551817,0.03820166034416406,0.0,0.0,0.0011111111111111111,0.0035460992907801418,0
B1886523,26,False,male,Communications-Media,3,4.346806853582554,0.006230529595015576,0.0,0.0,0.0005737234652897304,0.0,0
B1894533,24,False,male,BusinessServices,3,4.127614111656665,0.029739173356194634,0.0,0.0,0.005598091088287166,0.008547008547008546,0
B1897606,15,True,male,Student,3,4.050617283950618,0.030864197530864196,0.0,0.0,0.0024691358024691358,0.0,0
B1906838,24,False,female,Student,3,4.29571984200187,0.05659841102674715,0.001949317738791423,0.0,0.005185185185185185,0.0,1
B1921298,26,False,male,indUnk,3,3.961913696060037,0.0040650406504065045,0.0,0.0,0.008870822041553749,0.0,0
B1922130,27,False,male,Technology,3,4.124979643106911,0.046962764976933774,0.0,0.0,0.00037037037037037035,0.0,0
B1929559,16,True,female,indUnk,3,4.310699699862261,0.04862953138815208,0.0,0.0,0.005913168956647219,0.0,0
B1934543,17,True,female,Student,3,3.752299361411074,0.11524701981327734,0.0,0.0,0.002777777777777778,0.0,0
B1957684,23,False,male,Military,3,4.030765141032277,0.10732871382647978,0.012738853503184712,0.0,0.0010515247108307045,0.0,1
B1961121,13,True,female,indUnk,3,4.517065591668767,0.017300747459477617,0.0,0.0,0.0020174966411525552,0.0,0
B1961258,26,False,female,Technology,3,3.7806775664753456,0.1105116715870661,0.0,0.0,0.00925925925925926,0.0,0
B1964818,17,True,male,Student,3,3.9444131328793905,0.11490505404615832,0.002044989775051125,0.002044989775051125,0.0,0.0,1
B1967651,14,True,female,indUnk,3,4.045407592937222,0.07030175543335462,0.006028423374890975,0.0,0.0082671272308578,0.0,1
B1979283,27,False,male,Internet,3,4.237777777777778,0.08126984126984127,0.0,0.0,0.004925113075555075,0.009523809523809523,0
B1982416,42,False,male,indUnk,3,5.644486645750014,0.0,0.007575757575757576,0.0,0.00037037037037037035,0.0,1
B1986106,24,False,female,indUnk,3,4.020677407963217,0.07996173151577053,0.0,0.0,0.0007407407407407407,0.0039447731755424065,0
B1992375,16,True,male,Communications-Media,3,4.023723855213727,0.061141994111077264,0.005888922733272413,0.0,0.0,0.0,1
B2001656,27,False,male,Science,3,4.118781825303564,0.06054315184749968,0.0,0.0,0.004019167415393831,0.0,0
B2004217,17,True,female,Education,3,4.289442736811158,0.05547459494827916,0.0,0.0,0.005004093820738814,0.001949317738791423,0
B202334,17,True,male,indUnk,3,4.175391422907576,0.029324686310446917,0.0,0.0020325203252032522,0.00037037037037037035,0.0,1
B2028249,26,False,male,indUnk,3,4.259627895949805,0.07498456228566387,0.0021929824561403508,0.0,0.005971111185490139,0.0,1
B2032275,13,True,female,Sports-Recreation,3,4.002700693875006,0.08231361999434159,0.0,0.0,0.002809502729821455,0.004324850507578918,0
B2032444,25,False,female,RealEstate,3,4.052842997296723,0.08059932049240436,0.0,0.0,0.0017683465959328027,0.0,0
B2046767,16,True,female,indUnk,3,3.879175218780954,0.0874638768904002,0.0,0.0,0.004054164109896998,0.012345679012345678,0
B2048841,26,False,female,indUnk,3,3.8204761904761906,0.13018288474810216,0.0,0.0,0.0029301197514021524,0.0,0
B2053506,36,False,female,Education,3,4.04273799252229,0.08783074489502445,0.0,0.0,0.0005192107995846313,0.0,0
B2055306,15,True,male,Student,3,3.8759270049552463,0.06639513790904435,0.0,0.0,0.0011111111111111111,0.0,0
B206770,24,False,male,Engineering,2,4.166666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0
B207307,36,False,male,indUnk,3,4.1876218323586745,0.02774296853244222,0.0,0.0,0.0,0.0,0
B2083586,17,True,male,Student,3,4.314168755221387,0.02917293233082707,0.0,0.0,0.0008100445524503847,0.002506265664160401,0
B208684,23,False,female,Publishing,3,4.072717676493426,0.059619278649256265,0.0,0.0,0.0,0.0024875621890547263,0
B2086988,17,True,female,Student,3,4.03899982932241,0.08279104408136666,0.002150537634408602,0.0,0.005698770256292379,0.024984095951837888,1
B2094786,43,False,female,indUnk,3,4.601473922902494,0.006802721088435374,0.0,0.0,0.0,0.0,0
B2099832,27,False,male,Communications-Media,3,4.5508474999189055,0.031837701207933784,0.0,0.0,0.001986846659743856,0.002109704641350211,0
B2100992,17,True,male,Student,3,4.238069773363891,0.019446566505390034,0.00830999066293184,0.0,0.0014814814814814814,0.0,1
B2109397,15,True,male,Student,3,3.704779405398854,0.10984927189929528,0.0018115942028985507,0.0,0.002962962962962963,0.0,1
B2117806,24,False,male,Student,3,4.175301111562629,0.07106758112803842,0.0,0.0,0.00037037037037037035,0.0,0
B2125801,26,False,female,Arts,3,4.312410858063032,0.061605705083965956,0.0,0.0,0.0,0.0,0
B2129306,23,False,female,Student,3,4.263570426038446,0.081706596667022,0.008333333333333333,0.0,0.001851851851851852,0.003979675230074974,1
B2140738,14,True,male,Student,3,3.921929824561404,0.0780701754385965,0.0017543859649122807,0.0,0.0,0.0,1
B2140894,26,False,female,indUnk,3,4.473882778043467,0.012341250863489027,0.0,0.0,0.001851851851851852,0.0,0
B2151828,17,True,male,indUnk,3,4.066812705366922,0.050383351588170866,0.0,0.004016064257028113,0.004596322553284844,0.0,1
B215223,41,False,male,indUnk,3,4.2544699723748955,0.06452429953264023,0.0,0.011976047904191616,0.006518518518518518,0.0,1
B2153065,38,False,female,indUnk,3,4.397180655190199,0.05972347084050946,0.002044989775051125,0.0,0.0,0.0,1
B2161822,15,True,male,Student,3,4.322641960615399,0.05564772805304039,0.012077591024959445,0.0,0.001810831698472148,0.0,1
B2162818,14,True,male,Student,3,4.280443974630021,0.03217054263565892,0.0,0.003875968992248062,0.0033862433862433864,0.0,1
B2173787,17,True,female,Student,3,4.22457558834153,0.06634436386874497,0.0,0.0,0.0028883043881085175,0.0,0
B2177534,15,True,female,Education,3,4.1219177064765296,0.06695385224796989,0.003787878787878788,0.0,0.005715152504215886,0.0,1
